t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
71,1,MS,roots,0.00533786,4.03546985,0.03006149,0.02707747,0.00343687,0.93294672,0.37264486,0.00018533,NA,0.05705859,0.02671810,NA,NA,NA,0.03127344,0.18433393,0.77830118,NA,0.30189242,NA,NA,16.50841214,0.83590645,20.17734924,0.06730001,NA,3.27072716,10.03494660,0.00001495,0.03702612,26.39731541,NA,0.00000000,0.00005701,0.00000000,NA,NA,35.41957059,0.53528012,0.11505014
72,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57369147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.68470493,NA,NA
72,1,MS,roots,0.00540516,4.43319320,0.04117879,0.03698834,0.00469642,0.94544252,0.41275969,0.00018540,NA,0.05767201,0.02687502,NA,NA,NA,0.03145411,0.18665831,0.78634694,NA,0.30057093,NA,NA,16.51443244,0.90339956,22.16596599,0.06769526,NA,3.27134229,10.04127526,0.00001513,0.03704125,26.39864542,NA,0.00000000,0.00007785,0.00000000,NA,NA,35.13543784,0.54202977,0.11600113
73,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59817948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66450104,NA,NA
73,1,MS,roots,0.00555014,4.87979049,0.05678826,0.05100458,0.00647982,0.96407953,0.45558583,0.00018548,NA,0.05864366,0.02722945,NA,NA,NA,0.03178757,0.19166493,0.79925990,NA,0.30163076,NA,NA,16.50650214,0.97911447,24.39895244,0.06858805,NA,3.25786185,10.04584333,0.00001554,0.03705679,26.38629823,NA,0.00000000,0.00010734,0.00000000,NA,NA,34.89503483,0.55656832,0.11766068
74,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62011647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.15371918,NA,NA
74,1,MS,roots,0.00559108,5.23187693,0.05472452,0.04933228,0.00627315,0.97408126,0.48964951,0.00018556,NA,0.05910898,0.02736627,NA,NA,NA,0.03188570,0.19307855,0.80526165,NA,0.30068253,NA,NA,16.50181207,1.03890461,26.15938465,0.06893267,NA,3.24758070,10.05057166,0.00001566,0.03707245,26.37569688,NA,0.00000000,0.00010387,0.00000000,NA,NA,34.70021375,0.56067326,0.11836094
75,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64455449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.34778974,NA,NA
75,1,MS,roots,0.00554061,5.47713824,0.05653402,0.05110377,0.00650408,0.97589374,0.51304102,0.00018564,NA,0.05909169,0.02730177,NA,NA,NA,0.03179446,0.19133583,0.80468939,NA,0.29792533,NA,NA,16.49597527,1.08079082,27.38569120,0.06877021,NA,3.23620329,10.05496089,0.00001551,0.03708796,26.36314312,NA,0.00000000,0.00010764,0.00000000,NA,NA,34.54915285,0.55561267,0.11818792
76,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65313741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.28638735,NA,NA
76,1,MS,roots,0.00530763,5.44115115,0.04112809,0.03728810,0.00475007,0.96126856,0.51204913,0.00018571,NA,0.05812309,0.02679992,NA,NA,NA,0.03129733,0.18329006,0.79118226,NA,0.29089185,NA,NA,16.50499338,1.07693417,27.20575576,0.06750609,NA,3.23991377,10.06085029,0.00001486,0.03710282,26.36364918,NA,0.00000000,0.00007858,0.00000000,NA,NA,34.42806480,0.53224886,0.11622034
77,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63397204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.75609611,NA,NA
77,1,MS,roots,0.00491325,5.04038098,0.01669502,0.01511734,0.00192686,0.93226841,0.47987985,0.00018578,NA,0.05633357,0.02590244,NA,NA,NA,0.03047076,0.16967076,0.76653873,NA,0.27989691,NA,NA,16.53629798,1.00911147,25.20190491,0.06524544,NA,3.26630513,10.06917606,0.00001376,0.03711658,26.38502943,NA,0.00000000,0.00003186,0.00000000,NA,NA,34.30738382,0.49270032,0.11270677
78,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61265093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.28298238,NA,NA
78,1,MS,roots,0.00437937,4.69252609,0.01525782,0.01371303,0.00174790,0.89283185,0.45152331,0.00018584,NA,0.05393051,0.02474101,NA,NA,NA,0.02942555,0.15123433,0.73359761,NA,0.26644309,NA,NA,16.56668175,0.94936674,23.46263043,0.06231992,NA,3.29230953,10.07720130,0.00001226,0.03712884,26.40613956,NA,0.00000000,0.00002887,0.00000000,NA,NA,34.21583808,0.43916346,0.10809707
79,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59175984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.91635319,NA,NA
79,1,MS,roots,0.00389201,4.34120153,0.01274600,0.01137233,0.00144954,0.85734805,0.42197283,0.00018590,NA,0.05178059,0.02370851,NA,NA,NA,0.02849355,0.13440415,0.70414637,NA,0.25468194,NA,NA,16.59728625,0.88678345,21.70600767,0.05971917,NA,3.31902201,10.08510652,0.00001090,0.03713974,26.42811155,NA,0.00000000,0.00002393,0.00000000,NA,NA,34.14566669,0.39029097,0.10398266
80,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56942812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.64069593,NA,NA
80,1,MS,roots,0.00349243,4.09757919,0.01014296,0.00898329,0.00114498,0.82878592,0.40219809,0.00018594,NA,0.05006285,0.02288592,NA,NA,NA,0.02775779,0.12060515,0.68060820,NA,0.24546389,NA,NA,16.62878970,0.84406146,20.48789597,0.05764716,NA,3.34703304,10.09298680,0.00000978,0.03714952,26.45129282,NA,0.00000000,0.00001888,0.00000000,NA,NA,34.09944858,0.35022058,0.10070656
81,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54695020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.45673852,NA,NA
81,1,MS,roots,0.00311178,3.88294755,0.00931655,0.00818848,0.00104357,0.80189539,0.38451621,0.00018599,NA,0.04845668,0.02212675,NA,NA,NA,0.02707831,0.10746029,0.65861778,NA,0.23717986,NA,NA,16.65955532,0.80582420,19.41473774,0.05573489,NA,3.37468687,10.10067194,0.00000871,0.03715823,26.47418824,NA,0.00000000,0.00001720,0.00000000,NA,NA,34.07849030,0.31204976,0.09766174
82,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52573784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.34712470,NA,NA
82,1,MS,roots,0.00279986,3.63508735,0.00736773,0.00642748,0.00081906,0.78007030,0.36311387,0.00018603,NA,0.04716219,0.02151434,NA,NA,NA,0.02653701,0.09668860,0.64088799,NA,0.23058270,NA,NA,16.69071155,0.75973930,18.17543676,0.05419230,NA,3.40304323,10.10834774,0.00000784,0.03716607,26.49797808,NA,0.00000000,0.00001349,0.00000000,NA,NA,34.06743841,0.28077025,0.09521354
83,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50401068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.28675680,NA,NA
83,1,MS,roots,0.00255990,3.46869581,0.00665556,0.00576254,0.00073422,0.76346602,0.34936477,0.00018606,NA,0.04618739,0.02105286,NA,NA,NA,0.02614118,0.08840186,0.62752038,NA,0.22570590,NA,NA,16.72148870,0.72966865,17.34347903,0.05302989,NA,3.43126049,10.11593510,0.00000717,0.03717324,26.52177714,NA,0.00000000,0.00001208,0.00000000,NA,NA,34.06754143,0.25670672,0.09338144
84,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48153479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.25543084,NA,NA
84,1,MS,roots,0.00245044,3.31065809,0.00492395,0.00423185,0.00053911,0.75571482,0.33635892,0.00018610,NA,0.04574711,0.02083193,NA,NA,NA,0.02598211,0.08462192,0.62142388,NA,0.22336652,NA,NA,16.75318797,0.70063285,16.55329046,0.05247337,NA,3.46050932,10.12363742,0.00000686,0.03718010,26.54678580,NA,0.00000000,0.00000886,0.00000000,NA,NA,34.06052986,0.24573029,0.09256115
85,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46123271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.26784145,NA,NA
85,1,MS,roots,0.00241281,3.10718644,0.00477111,0.00406960,0.00051835,0.75286829,0.31858943,0.00018613,NA,0.04559443,0.02073310,NA,NA,NA,0.02594609,0.08332227,0.61923733,NA,0.22214654,NA,NA,16.78418304,0.66168211,15.53593220,0.05222444,NA,3.48909158,10.13132350,0.00000676,0.03718686,26.57180054,NA,0.00000000,0.00000852,0.00000000,NA,NA,34.02893198,0.24195628,0.09227362
86,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44038985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.30619358,NA,NA
86,1,MS,roots,0.00235541,2.98160208,0.00418153,0.00354075,0.00045091,0.74890702,0.30860003,0.00018616,NA,0.04537110,0.02059844,NA,NA,NA,0.02587351,0.08134011,0.61609488,NA,0.22047142,NA,NA,16.81517626,0.63867263,14.90801042,0.05188525,NA,3.51772939,10.13902034,0.00000660,0.03719345,26.59712741,NA,0.00000000,0.00000740,0.00000000,NA,NA,33.98725917,0.23620039,0.09184305
87,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42004959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.37569363,NA,NA
87,1,MS,roots,0.00230185,2.84125185,0.00349114,0.00293482,0.00037367,0.74527313,0.29695150,0.00018620,NA,0.04516354,0.02046627,NA,NA,NA,0.02580371,0.07949066,0.61317023,NA,0.21873185,NA,NA,16.84620577,0.61210314,14.20625926,0.05155231,NA,3.54645705,10.14673568,0.00000645,0.03719990,26.62284268,NA,0.00000000,0.00000613,0.00000000,NA,NA,33.93273887,0.23082982,0.09143352
88,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40241164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.49192360,NA,NA
88,1,MS,roots,0.00224502,2.65649012,0.00264936,0.00221122,0.00028148,0.74150691,0.28050185,0.00018623,NA,0.04494184,0.02032078,NA,NA,NA,0.02572118,0.07752798,0.61005724,NA,0.21671402,NA,NA,16.87723131,0.57575815,13.28245061,0.05118584,NA,3.57523757,10.15447536,0.00000629,0.03720618,26.64904057,NA,0.00000000,0.00000461,0.00000000,NA,NA,33.85925322,0.22513047,0.09098380
89,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38596842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.64576783,NA,NA
89,1,MS,roots,0.00217556,2.51496288,0.00193621,0.00160454,0.00020421,0.73703457,0.26836876,0.00018626,NA,0.04467409,0.02015086,NA,NA,NA,0.02561402,0.07512940,0.60632333,NA,0.21436515,NA,NA,16.90827156,0.54836117,12.57481438,0.05075784,NA,3.60410226,10.16221053,0.00000609,0.03721227,26.67556226,NA,0.00000000,0.00000335,0.00000000,NA,NA,33.77510669,0.21816535,0.09043897
90,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36755702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.81181133,NA,NA
90,1,MS,roots,0.00210538,2.46441686,0.00206307,0.00169762,0.00021600,0.73258942,0.26569111,0.00018629,NA,0.04440860,0.01998390,NA,NA,NA,0.02550865,0.07270587,0.60262460,NA,0.21207712,NA,NA,16.93884952,0.54022058,12.32208429,0.05033728,NA,3.63257483,10.16985136,0.00000590,0.03721817,26.70170719,NA,0.00000000,0.00000354,0.00000000,NA,NA,33.69393384,0.21112773,0.08990115
91,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35148422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.01222210,NA,NA
91,1,MS,roots,0.00206112,2.32390323,0.00198264,0.00162021,0.00020611,0.72982237,0.25318656,0.00018632,NA,0.04423938,0.01985574,NA,NA,NA,0.02544166,0.07117724,0.60023524,NA,0.21009818,NA,NA,16.96885313,0.51232057,11.61951615,0.05001447,NA,3.66051733,10.17743334,0.00000577,0.03722394,26.72770056,NA,0.00000000,0.00000337,0.00000000,NA,NA,33.59849714,0.20668881,0.08953679
92,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37805820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.44406821,NA,NA
92,1,MS,roots,0.00198019,2.24372487,0.00326685,0.00265180,0.00033726,0.72474687,0.24691733,0.00018634,NA,0.04392832,0.01966553,NA,NA,NA,0.02530892,0.06838250,0.59592610,NA,0.20746353,NA,NA,16.99727791,0.50232135,11.21862433,0.04953533,NA,3.68696192,10.18478937,0.00000554,0.03722948,26.75234416,NA,0.00000000,0.00000551,0.00000000,NA,NA,33.50323011,0.19857327,0.08890277
93,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41332922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.01125549,NA,NA
93,1,MS,roots,0.00189148,2.65913347,0.04594682,0.03706201,0.00471266,0.72003543,0.29161250,0.00018637,NA,0.04361183,0.01952477,NA,NA,NA,0.02519541,0.06531901,0.59154841,NA,0.20565181,NA,NA,16.98410277,0.58174285,13.29566735,0.04918077,NA,3.67189531,10.18769323,0.00000530,0.03723478,26.74233560,NA,0.00000000,0.00007697,0.00000000,NA,NA,33.48299489,0.18967733,0.08833200
94,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57712966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.76789548,NA,NA
94,1,MS,roots,0.00183590,3.63979805,0.16502192,0.13360582,0.01699998,0.71948291,0.38343128,0.00018640,NA,0.04345102,0.01957654,NA,NA,NA,0.02514122,0.06339976,0.58928586,NA,0.20626219,NA,NA,16.85539318,0.77714914,18.19899026,0.04931117,NA,3.54134981,10.17830375,0.00000514,0.03723992,26.63585629,NA,0.00000000,0.00027756,0.00000000,NA,NA,33.61697039,0.18410409,0.08816878
95,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82417353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.62173232,NA,NA
95,1,MS,roots,0.00183885,4.88144715,0.22974673,0.19210127,0.02451802,0.72325260,0.48211697,0.00018642,NA,0.04352653,0.01984157,NA,NA,NA,0.02508219,0.06350174,0.59022836,NA,0.21002625,NA,NA,16.66751031,1.02996823,24.40723576,0.04997877,NA,3.35162809,10.16150918,0.00000515,0.03724507,26.47140907,NA,0.00000000,0.00040067,0.00000000,NA,NA,33.93532352,0.18440023,0.08845029
96,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15104460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.23492158,NA,NA
96,1,MS,roots,0.00199079,6.47759461,0.28727164,0.25224904,0.03234128,0.73712854,0.58502642,0.00018645,NA,0.04418975,0.02050025,NA,NA,NA,0.02526550,0.06874845,0.59913212,NA,0.21907377,NA,NA,16.43092400,1.36859600,32.38797305,0.05163790,NA,3.11305099,10.13719345,0.00000557,0.03725064,26.24801649,NA,0.00000000,0.00052940,0.00000000,NA,NA,34.46866976,0.19963595,0.08995550
97,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39356045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.37000157,NA,NA
97,1,MS,roots,0.00252107,7.70835462,0.20699729,0.19408156,0.02503525,0.77281538,0.65039791,0.00018649,NA,0.04628203,0.02183975,NA,NA,NA,0.02603661,0.08706097,0.62738066,NA,0.23678434,NA,NA,16.28255251,1.62245480,38.54177312,0.05501197,NA,2.96215844,10.12075403,0.00000706,0.03725770,26.08489034,NA,0.00000000,0.00041079,0.00000000,NA,NA,35.10676698,0.25281294,0.09415839
98,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52249819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.44928836,NA,NA
98,1,MS,roots,0.00302982,8.62300109,0.12847492,0.12583488,0.01630690,0.80380572,0.69727099,0.00018653,NA,0.04822290,0.02310854,NA,NA,NA,0.02687681,0.10462963,0.65354156,NA,0.25506870,NA,NA,16.21873248,1.79796047,43.11500543,0.05820790,NA,2.89530858,10.11369298,0.00000848,0.03726619,25.99220732,NA,0.00000000,0.00026800,0.00000000,NA,NA,35.80566130,0.30382990,0.09820825
99,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59844301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.34933312,NA,NA
99,1,MS,roots,0.00341857,9.03797406,0.09844248,0.09831085,0.01277658,0.82456733,0.70826868,0.00018658,NA,0.04959884,0.02410845,NA,NA,NA,0.02759705,0.11805448,0.67201633,NA,0.27092194,NA,NA,16.18790058,1.86622620,45.18987029,0.06072657,NA,2.86105812,10.11073858,0.00000957,0.03727576,25.92885537,NA,0.00000000,0.00021013,0.00000000,NA,NA,36.50898300,0.34281380,0.10130433
100,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57792505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.48733832,NA,NA
100,1,MS,roots,0.00352626,8.46319065,0.02577577,0.02598731,0.00338460,0.82412288,0.66075390,0.00018663,NA,0.04978691,0.02443772,NA,NA,NA,0.02780917,0.12177355,0.67438583,NA,0.27926341,NA,NA,16.22777921,1.75331640,42.31595325,0.06155598,NA,2.89741049,10.11753792,0.00000987,0.03728563,25.93874421,NA,0.00000000,0.00005568,0.00000000,NA,NA,37.11115036,0.35361347,0.10203380
101,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52967083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.74271827,NA,NA
101,1,MS,roots,0.00329472,7.74899832,0.01312229,0.01306773,0.00170244,0.80340011,0.60586531,0.00018667,NA,0.04873844,0.02411560,NA,NA,NA,0.02756203,0.11377782,0.66002056,NA,0.27963501,NA,NA,16.27671730,1.61392009,38.74499159,0.06074458,NA,2.94305386,10.12606232,0.00000923,0.03729486,25.96134420,NA,0.00000000,0.00002799,0.00000000,NA,NA,37.64156645,0.33039497,0.10041606
102,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47728364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.09677435,NA,NA
102,1,MS,roots,0.00303515,7.16591940,0.01051087,0.01031272,0.00134349,0.78306037,0.56171577,0.00018671,NA,0.04768921,0.02376297,NA,NA,NA,0.02730635,0.10481373,0.64566473,NA,0.27912975,NA,NA,16.32509538,1.49789076,35.82959701,0.05985634,NA,2.98839679,10.13495039,0.00000850,0.03730336,25.98639279,NA,0.00000000,0.00002207,0.00000000,NA,NA,38.12356985,0.30436452,0.09875853
103,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42415773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.58360568,NA,NA
103,1,MS,roots,0.00268106,6.67784040,0.00805673,0.00779137,0.00101493,0.75905551,0.52502287,0.00018675,NA,0.04640217,0.02327329,NA,NA,NA,0.02692563,0.09258583,0.62811303,NA,0.27670446,NA,NA,16.37299035,1.39907228,33.38920198,0.05862291,NA,3.03361070,10.14409730,0.00000751,0.03731086,26.01342457,NA,0.00000000,0.00001666,0.00000000,NA,NA,38.58492472,0.26885638,0.09660109
104,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37291380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.15723369,NA,NA
104,1,MS,roots,0.00254928,6.30023477,0.01212259,0.01155994,0.00150563,0.74871498,0.49628840,0.00018679,NA,0.04592387,0.02317203,NA,NA,NA,0.02689915,0.08803500,0.62151972,NA,0.27845796,NA,NA,16.41480309,1.32253818,31.50117387,0.05836782,NA,3.07287416,10.15283356,0.00000714,0.03731800,26.03670062,NA,0.00000000,0.00002469,0.00000000,NA,NA,39.00923036,0.25564139,0.09599504
105,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32365880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.79988877,NA,NA
105,1,MS,roots,0.00250170,5.95277045,0.01376196,0.01296680,0.00168881,0.74351576,0.46983332,0.00018682,NA,0.04574116,0.02320178,NA,NA,NA,0.02698477,0.08639193,0.61893077,NA,0.28140786,NA,NA,16.45324665,1.25183736,29.76385224,0.05844278,NA,3.10881603,10.16150985,0.00000700,0.03732501,26.05876211,NA,0.00000000,0.00002767,0.00000000,NA,NA,39.38858167,0.25087015,0.09592771
106,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27752971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.52498641,NA,NA
106,1,MS,roots,0.00244375,5.53346351,0.00961919,0.00896595,0.00116774,0.73810790,0.43846035,0.00018686,NA,0.04553375,0.02319440,NA,NA,NA,0.02703663,0.08439092,0.61601141,NA,0.28355770,NA,NA,16.49371112,1.16570095,27.66731753,0.05842418,NA,3.14683674,10.17080257,0.00000684,0.03733185,26.08494515,NA,0.00000000,0.00001911,0.00000000,NA,NA,39.71375361,0.24505951,0.09576478
107,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23320747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.32325631,NA,NA
107,1,MS,roots,0.00235216,5.19641817,0.00704692,0.00649527,0.00084588,0.73138274,0.41383849,0.00018689,NA,0.04523610,0.02312415,NA,NA,NA,0.02703759,0.08122777,0.61187661,NA,0.28469364,NA,NA,16.53494555,1.09633185,25.98209084,0.05824723,NA,3.18571903,10.18047227,0.00000659,0.03733843,26.11359985,NA,0.00000000,0.00001383,0.00000000,NA,NA,40.00190604,0.23587415,0.09539784
108,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19115647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.17841495,NA,NA
108,1,MS,roots,0.00229905,4.91415779,0.00793747,0.00723457,0.00094202,0.72694880,0.39335741,0.00018692,NA,0.04506738,0.02310681,NA,NA,NA,0.02709011,0.07939400,0.60948945,NA,0.28622730,NA,NA,16.57381260,1.03833098,24.57078893,0.05820354,NA,3.22228702,10.19011396,0.00000644,0.03734487,26.14157750,NA,0.00000000,0.00001539,0.00000000,NA,NA,40.25557067,0.23054913,0.09526430
109,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14974105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.94359697,NA,NA
